"sigma","tpr","fpr","noise","freq","nr_transition_days","window_size_days","nr_baselinedays","ews"
3,0.08,0.02,8,9,25,25,100,"Autocorrelation"
3.25,0.054,0.018,8,9,25,25,100,"Autocorrelation"
3.5,0.044,0.006,8,9,25,25,100,"Autocorrelation"
3.75,0.038,0.004,8,9,25,25,100,"Autocorrelation"
4,0.03,0.002,8,9,25,25,100,"Autocorrelation"
4.25,0.02,0,8,9,25,25,100,"Autocorrelation"
4.5,0.018,0,8,9,25,25,100,"Autocorrelation"
4.75,0.008,0,8,9,25,25,100,"Autocorrelation"
5,0.008,0,8,9,25,25,100,"Autocorrelation"
5.25,0.006,0,8,9,25,25,100,"Autocorrelation"
5.5,0.004,0,8,9,25,25,100,"Autocorrelation"
5.75,0.002,0,8,9,25,25,100,"Autocorrelation"
6,0,0,8,9,25,25,100,"Autocorrelation"
0.25,0.768,0.68,10,9,25,25,100,"Autocorrelation"
0.5,0.68,0.576,10,9,25,25,100,"Autocorrelation"
0.75,0.594,0.474,10,9,25,25,100,"Autocorrelation"
1,0.5,0.41,10,9,25,25,100,"Autocorrelation"
1.25,0.414,0.314,10,9,25,25,100,"Autocorrelation"
1.5,0.342,0.244,10,9,25,25,100,"Autocorrelation"
1.75,0.284,0.178,10,9,25,25,100,"Autocorrelation"
2,0.198,0.104,10,9,25,25,100,"Autocorrelation"
2.25,0.16,0.07,10,9,25,25,100,"Autocorrelation"
2.5,0.122,0.048,10,9,25,25,100,"Autocorrelation"
2.75,0.092,0.038,10,9,25,25,100,"Autocorrelation"
3,0.07,0.024,10,9,25,25,100,"Autocorrelation"
3.25,0.05,0.02,10,9,25,25,100,"Autocorrelation"
3.5,0.044,0.014,10,9,25,25,100,"Autocorrelation"
3.75,0.034,0.01,10,9,25,25,100,"Autocorrelation"
4,0.022,0.01,10,9,25,25,100,"Autocorrelation"
4.25,0.014,0.006,10,9,25,25,100,"Autocorrelation"
4.5,0.012,0.006,10,9,25,25,100,"Autocorrelation"
4.75,0.006,0.004,10,9,25,25,100,"Autocorrelation"
5,0.006,0.002,10,9,25,25,100,"Autocorrelation"
5.25,0.002,0.002,10,9,25,25,100,"Autocorrelation"
5.5,0.002,0,10,9,25,25,100,"Autocorrelation"
5.75,0,0,10,9,25,25,100,"Autocorrelation"
6,0,0,10,9,25,25,100,"Autocorrelation"
0.25,0.946,0.692,4,18,25,25,100,"Autocorrelation"
0.5,0.926,0.59,4,18,25,25,100,"Autocorrelation"
0.75,0.904,0.51,4,18,25,25,100,"Autocorrelation"
1,0.862,0.412,4,18,25,25,100,"Autocorrelation"
1.25,0.818,0.316,4,18,25,25,100,"Autocorrelation"
1.5,0.742,0.222,4,18,25,25,100,"Autocorrelation"
1.75,0.666,0.16,4,18,25,25,100,"Autocorrelation"
2,0.572,0.108,4,18,25,25,100,"Autocorrelation"
2.25,0.5,0.072,4,18,25,25,100,"Autocorrelation"
2.5,0.424,0.052,4,18,25,25,100,"Autocorrelation"
2.75,0.36,0.036,4,18,25,25,100,"Autocorrelation"
3,0.3,0.02,4,18,25,25,100,"Autocorrelation"
3.25,0.272,0.012,4,18,25,25,100,"Autocorrelation"
3.5,0.226,0.008,4,18,25,25,100,"Autocorrelation"
3.75,0.178,0.006,4,18,25,25,100,"Autocorrelation"
4,0.14,0.006,4,18,25,25,100,"Autocorrelation"
4.25,0.12,0.006,4,18,25,25,100,"Autocorrelation"
4.5,0.092,0.002,4,18,25,25,100,"Autocorrelation"
4.75,0.072,0.002,4,18,25,25,100,"Autocorrelation"
5,0.056,0,4,18,25,25,100,"Autocorrelation"
5.25,0.046,0,4,18,25,25,100,"Autocorrelation"
5.5,0.034,0,4,18,25,25,100,"Autocorrelation"
5.75,0.032,0,4,18,25,25,100,"Autocorrelation"
6,0.026,0,4,18,25,25,100,"Autocorrelation"
0.25,0.854,0.654,6,18,25,25,100,"Autocorrelation"
0.5,0.776,0.586,6,18,25,25,100,"Autocorrelation"
0.75,0.702,0.504,6,18,25,25,100,"Autocorrelation"
1,0.642,0.404,6,18,25,25,100,"Autocorrelation"
1.25,0.532,0.31,6,18,25,25,100,"Autocorrelation"
1.5,0.46,0.24,6,18,25,25,100,"Autocorrelation"
1.75,0.378,0.18,6,18,25,25,100,"Autocorrelation"
2,0.322,0.126,6,18,25,25,100,"Autocorrelation"
2.25,0.242,0.088,6,18,25,25,100,"Autocorrelation"
2.5,0.19,0.06,6,18,25,25,100,"Autocorrelation"
2.75,0.14,0.036,6,18,25,25,100,"Autocorrelation"
3,0.108,0.026,6,18,25,25,100,"Autocorrelation"
3.25,0.082,0.02,6,18,25,25,100,"Autocorrelation"
3.5,0.068,0.016,6,18,25,25,100,"Autocorrelation"
3.75,0.062,0.008,6,18,25,25,100,"Autocorrelation"
4,0.046,0.006,6,18,25,25,100,"Autocorrelation"
4.25,0.03,0.002,6,18,25,25,100,"Autocorrelation"
4.5,0.016,0,6,18,25,25,100,"Autocorrelation"
4.75,0.006,0,6,18,25,25,100,"Autocorrelation"
5,0.006,0,6,18,25,25,100,"Autocorrelation"
5.25,0.004,0,6,18,25,25,100,"Autocorrelation"
5.5,0.004,0,6,18,25,25,100,"Autocorrelation"
5.75,0.004,0,6,18,25,25,100,"Autocorrelation"
6,0.004,0,6,18,25,25,100,"Autocorrelation"
0.25,0.732,0.688,8,18,25,25,100,"Autocorrelation"
0.5,0.672,0.622,8,18,25,25,100,"Autocorrelation"
0.75,0.6,0.5,8,18,25,25,100,"Autocorrelation"
1,0.51,0.422,8,18,25,25,100,"Autocorrelation"
1.25,0.448,0.34,8,18,25,25,100,"Autocorrelation"
1.5,0.382,0.262,8,18,25,25,100,"Autocorrelation"
1.75,0.296,0.206,8,18,25,25,100,"Autocorrelation"
2,0.218,0.166,8,18,25,25,100,"Autocorrelation"
2.25,0.174,0.12,8,18,25,25,100,"Autocorrelation"
2.5,0.13,0.09,8,18,25,25,100,"Autocorrelation"
2.75,0.088,0.054,8,18,25,25,100,"Autocorrelation"
3,0.068,0.042,8,18,25,25,100,"Autocorrelation"
3.25,0.05,0.034,8,18,25,25,100,"Autocorrelation"
3.5,0.032,0.02,8,18,25,25,100,"Autocorrelation"
3.75,0.026,0.014,8,18,25,25,100,"Autocorrelation"
4,0.018,0.012,8,18,25,25,100,"Autocorrelation"
4.25,0.012,0.008,8,18,25,25,100,"Autocorrelation"
4.5,0.01,0.004,8,18,25,25,100,"Autocorrelation"
4.75,0.008,0.004,8,18,25,25,100,"Autocorrelation"
5,0.008,0.002,8,18,25,25,100,"Autocorrelation"
5.25,0.008,0.002,8,18,25,25,100,"Autocorrelation"
5.5,0.006,0,8,18,25,25,100,"Autocorrelation"
5.75,0.006,0,8,18,25,25,100,"Autocorrelation"
6,0.004,0,8,18,25,25,100,"Autocorrelation"
0.25,0.724,0.682,10,18,25,25,100,"Autocorrelation"
0.5,0.664,0.6,10,18,25,25,100,"Autocorrelation"
0.75,0.566,0.518,10,18,25,25,100,"Autocorrelation"
1,0.478,0.426,10,18,25,25,100,"Autocorrelation"
1.25,0.374,0.334,10,18,25,25,100,"Autocorrelation"
1.5,0.288,0.266,10,18,25,25,100,"Autocorrelation"
1.75,0.244,0.2,10,18,25,25,100,"Autocorrelation"
2,0.184,0.144,10,18,25,25,100,"Autocorrelation"
2.25,0.132,0.114,10,18,25,25,100,"Autocorrelation"
2.5,0.094,0.082,10,18,25,25,100,"Autocorrelation"
2.75,0.068,0.06,10,18,25,25,100,"Autocorrelation"
3,0.044,0.042,10,18,25,25,100,"Autocorrelation"
3.25,0.034,0.026,10,18,25,25,100,"Autocorrelation"
3.5,0.026,0.018,10,18,25,25,100,"Autocorrelation"
3.75,0.018,0.008,10,18,25,25,100,"Autocorrelation"
4,0.012,0.006,10,18,25,25,100,"Autocorrelation"
4.25,0.01,0.006,10,18,25,25,100,"Autocorrelation"
4.5,0.004,0.004,10,18,25,25,100,"Autocorrelation"
4.75,0.002,0.002,10,18,25,25,100,"Autocorrelation"
5,0.002,0,10,18,25,25,100,"Autocorrelation"
5.25,0.002,0,10,18,25,25,100,"Autocorrelation"
5.5,0,0,10,18,25,25,100,"Autocorrelation"
5.75,0,0,10,18,25,25,100,"Autocorrelation"
6,0,0,10,18,25,25,100,"Autocorrelation"
0.25,0.816,0.696,4,90,25,25,100,"Autocorrelation"
0.5,0.728915662650602,0.606,4,90,25,25,100,"Autocorrelation"
0.75,0.638,0.478,4,90,25,25,100,"Autocorrelation"
1,0.539078156312625,0.386,4,90,25,25,100,"Autocorrelation"
1.25,0.444889779559118,0.298,4,90,25,25,100,"Autocorrelation"
1.5,0.344,0.238,4,90,25,25,100,"Autocorrelation"
1.75,0.278,0.176,4,90,25,25,100,"Autocorrelation"
2,0.22,0.122,4,90,25,25,100,"Autocorrelation"
2.25,0.174,0.094,4,90,25,25,100,"Autocorrelation"
2.5,0.13,0.062,4,90,25,25,100,"Autocorrelation"
2.75,0.102,0.036,4,90,25,25,100,"Autocorrelation"
3,0.084,0.03,4,90,25,25,100,"Autocorrelation"
3.25,0.062,0.024,4,90,25,25,100,"Autocorrelation"
3.5,0.042,0.02,4,90,25,25,100,"Autocorrelation"
3.75,0.032,0.012,4,90,25,25,100,"Autocorrelation"
4,0.024,0.004,4,90,25,25,100,"Autocorrelation"
4.25,0.008,0.002,4,90,25,25,100,"Autocorrelation"
4.5,0.002,0.002,4,90,25,25,100,"Autocorrelation"
4.75,0.002,0.002,4,90,25,25,100,"Autocorrelation"
5,0.002,0.002,4,90,25,25,100,"Autocorrelation"
5.25,0.002,0.002,4,90,25,25,100,"Autocorrelation"
5.5,0.002,0.002,4,90,25,25,100,"Autocorrelation"
5.75,0.002,0,4,90,25,25,100,"Autocorrelation"
6,0.002,0,4,90,25,25,100,"Autocorrelation"
0.25,0.661322645290581,0.672,6,90,25,25,100,"Autocorrelation"
0.5,0.586,0.596,6,90,25,25,100,"Autocorrelation"
0.75,0.502,0.482,6,90,25,25,100,"Autocorrelation"
1,0.41,0.394,6,90,25,25,100,"Autocorrelation"
1.25,0.328,0.314,6,90,25,25,100,"Autocorrelation"
1.5,0.254,0.238,6,90,25,25,100,"Autocorrelation"
1.75,0.198,0.18,6,90,25,25,100,"Autocorrelation"
2,0.134,0.126,6,90,25,25,100,"Autocorrelation"
2.25,0.104,0.076,6,90,25,25,100,"Autocorrelation"
2.5,0.068,0.048,6,90,25,25,100,"Autocorrelation"
2.75,0.054,0.034,6,90,25,25,100,"Autocorrelation"
3,0.03,0.024,6,90,25,25,100,"Autocorrelation"
3.25,0.024,0.018,6,90,25,25,100,"Autocorrelation"
3.5,0.014,0.012,6,90,25,25,100,"Autocorrelation"
3.75,0.006,0.012,6,90,25,25,100,"Autocorrelation"
4,0.004,0.002,6,90,25,25,100,"Autocorrelation"
4.25,0.002,0.002,6,90,25,25,100,"Autocorrelation"
4.5,0.002,0,6,90,25,25,100,"Autocorrelation"
4.75,0,0,6,90,25,25,100,"Autocorrelation"
5,0,0,6,90,25,25,100,"Autocorrelation"
5.25,0,0,6,90,25,25,100,"Autocorrelation"
5.5,0,0,6,90,25,25,100,"Autocorrelation"
5.75,0,0,6,90,25,25,100,"Autocorrelation"
6,0,0,6,90,25,25,100,"Autocorrelation"
0.25,0.639278557114228,0.692,8,90,25,25,100,"Autocorrelation"
0.5,0.569138276553106,0.584,8,90,25,25,100,"Autocorrelation"
0.75,0.484,0.484,8,90,25,25,100,"Autocorrelation"
1,0.38,0.394,8,90,25,25,100,"Autocorrelation"
1.25,0.28,0.312,8,90,25,25,100,"Autocorrelation"
1.5,0.2,0.222,8,90,25,25,100,"Autocorrelation"
1.75,0.15,0.148,8,90,25,25,100,"Autocorrelation"
2,0.116,0.106,8,90,25,25,100,"Autocorrelation"
2.25,0.0681362725450902,0.068,8,90,25,25,100,"Autocorrelation"
2.5,0.042,0.046,8,90,25,25,100,"Autocorrelation"
2.75,0.026,0.03,8,90,25,25,100,"Autocorrelation"
3,0.016,0.022,8,90,25,25,100,"Autocorrelation"
3.25,0.012,0.01,8,90,25,25,100,"Autocorrelation"
3.5,0.006,0.008,8,90,25,25,100,"Autocorrelation"
3.75,0.004,0.002,8,90,25,25,100,"Autocorrelation"
4,0,0.002,8,90,25,25,100,"Autocorrelation"
4.25,0,0.002,8,90,25,25,100,"Autocorrelation"
4.5,0,0.002,8,90,25,25,100,"Autocorrelation"
4.75,0,0.002,8,90,25,25,100,"Autocorrelation"
5,0,0.002,8,90,25,25,100,"Autocorrelation"
5.25,0,0.002,8,90,25,25,100,"Autocorrelation"
5.5,0,0.002,8,90,25,25,100,"Autocorrelation"
5.75,0,0.002,8,90,25,25,100,"Autocorrelation"
6,0,0.002,8,90,25,25,100,"Autocorrelation"
0.25,0.654,0.652,10,90,25,25,100,"Autocorrelation"
0.5,0.575150300601202,0.57,10,90,25,25,100,"Autocorrelation"
0.75,0.474,0.468,10,90,25,25,100,"Autocorrelation"
1,0.412,0.366,10,90,25,25,100,"Autocorrelation"
1.25,0.33,0.312,10,90,25,25,100,"Autocorrelation"
1.5,0.270541082164329,0.234,10,90,25,25,100,"Autocorrelation"
1.75,0.194,0.18,10,90,25,25,100,"Autocorrelation"
2,0.148,0.124,10,90,25,25,100,"Autocorrelation"
2.25,0.102,0.084,10,90,25,25,100,"Autocorrelation"
2.5,0.072,0.06,10,90,25,25,100,"Autocorrelation"
2.75,0.054,0.044,10,90,25,25,100,"Autocorrelation"
3,0.03,0.028,10,90,25,25,100,"Autocorrelation"
3.25,0.02,0.012,10,90,25,25,100,"Autocorrelation"
3.5,0.01,0.004,10,90,25,25,100,"Autocorrelation"
3.75,0.004,0.004,10,90,25,25,100,"Autocorrelation"
4,0.004,0.004,10,90,25,25,100,"Autocorrelation"
